Train;Test
0.12893444299697876;0.12827271223068237
0.11603324115276337;0.1147288978099823
0.09429612010717392;0.09329439699649811
0.055964965373277664;0.05571968853473663
0.08938442915678024;0.08829031139612198
0.06262943148612976;0.06201794743537903
0.046592846512794495;0.0464123860001564
0.0381365530192852;0.03818884119391441
0.03623730316758156;0.036353591829538345
0.05472640320658684;0.054285742342472076
0.06400417536497116;0.06336941570043564
0.05442747846245766;0.054055213928222656
0.042658064514398575;0.042593471705913544
0.03227118402719498;0.032518237829208374
0.03359847888350487;0.03382558375597
0.0364684984087944;0.03660091757774353
0.03099849633872509;0.03137636557221413
0.030780591070652008;0.031150586903095245
0.04069700464606285;0.04073253646492958
0.04487552493810654;0.044794026762247086
0.04129502922296524;0.04132162034511566
0.03396198898553848;0.03423948213458061
0.04138098284602165;0.04145389795303345
0.0496257059276104;0.04948342964053154
0.03586690127849579;0.03611098602414131
0.03633261099457741;0.03661712631583214
0.03679858520627022;0.03710543364286423
0.03069230355322361;0.031263746321201324
0.03264649957418442;0.03310439735651016
0.030735112726688385;0.031353019177913666
0.029773622751235962;0.030480889603495598
0.029656115919351578;0.03038877435028553
0.03357299044728279;0.034052226692438126
0.06041425094008446;0.060012511909008026
0.039632398635149;0.03994203731417656
0.05852971225976944;0.05828990787267685
0.02631242945790291;0.027300793677568436
0.03955485671758652;0.039903413504362106
0.05260851979255676;0.05244627222418785
0.028962917625904083;0.029870901256799698
0.0229644812643528;0.024286039173603058
0.040875982493162155;0.041216421872377396
0.05297926068305969;0.05295739322900772
0.03275049105286598;0.03354460373520851
0.03973459079861641;0.04025759547948837
0.09633295983076096;0.09525751322507858
0.07669781148433685;0.07610173523426056
0.031020425260066986;0.031999703496694565
0.036190133541822433;0.03688454255461693
0.03731203079223633;0.03794479742646217
0.026396295055747032;0.027705688029527664
0.03676759451627731;0.03744623810052872
0.02526005171239376;0.0266709066927433
0.049014125019311905;0.04931434616446495
0.028884293511509895;0.030104923993349075
0.05208222568035126;0.052314404398202896
0.06515481323003769;0.0648946687579155
0.03339868038892746;0.034358736127614975
0.03209953382611275;0.03324759006500244
0.020855266600847244;0.02303244359791279
0.022281181067228317;0.024360673502087593
0.023011334240436554;0.025055257603526115
0.019826075062155724;0.022301094606518745
0.02088693529367447;0.023224342614412308
0.023881157860159874;0.025894032791256905
0.021279670298099518;0.023626836016774178
0.01931190863251686;0.021922484040260315
0.0417306125164032;0.04255756363272667
0.03766167163848877;0.03871876373887062
0.01898251287639141;0.021758971735835075
0.01945957913994789;0.022202907130122185
0.02030201256275177;0.022923080250620842
0.021748142316937447;0.024210747331380844
0.0192896518856287;0.022121453657746315
0.025015324354171753;0.027120493352413177
0.03061518259346485;0.03225664421916008
0.021145163103938103;0.02376069314777851
0.02918120101094246;0.030886312946677208
0.022131331264972687;0.024692609906196594
0.0267511997371912;0.02879326418042183
0.021732361987233162;0.024398770183324814
0.020689237862825394;0.023480869829654694
0.02091093175113201;0.02369644306600094
0.02622855268418789;0.028339151293039322
0.02372698299586773;0.026173818856477737
0.03118407540023327;0.032857298851013184
0.02759370394051075;0.0296248160302639
0.027552004903554916;0.029666678979992867
0.022181304171681404;0.024863991886377335
0.019035063683986664;0.022370394319295883
0.016744554042816162;0.020491430535912514
0.02011582814157009;0.023266566917300224
0.017413252964615822;0.021031858399510384
0.016707010567188263;0.020507505163550377
0.023079901933670044;0.025774799287319183
0.01872953213751316;0.022182049229741096
0.018135815858840942;0.021683301776647568
0.0166336540132761;0.020528778433799744
0.018581444397568703;0.02207467146217823
0.016565850004553795;0.020487003028392792
0.01735135167837143;0.0211454126983881
0.021294109523296356;0.02438708394765854
0.01859194040298462;0.02215462364256382
0.024155819788575172;0.026899943128228188
0.015749841928482056;0.019956789910793304
0.015396742150187492;0.01974269561469555
0.01550146471709013;0.01983053609728813
0.015983393415808678;0.020194141194224358
0.01549941673874855;0.0198455099016428
0.01597033627331257;0.02019921876490116
0.017170995473861694;0.021155284717679024
0.01506521925330162;0.01955852098762989
0.014988360926508904;0.019496645778417587
0.015470447950065136;0.019857941195368767
0.014727451838552952;0.019327789545059204
0.014603407122194767;0.019243428483605385
0.014743664301931858;0.019323838874697685
0.014472251757979393;0.019132286310195923
0.01448331493884325;0.019146250560879707
0.014335699379444122;0.019046777859330177
